file_name,abc,all_ratings,arrr,emotional_expression,empathy,hope_and_pe,persuasiveness,verbal_fluency,wau,folder
BK0813_FIS_Time1_Bethany,3.6666666666666665,3.333333333333333,3.5,3.6666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,2.833333333333333,3.5,Oct2020
BK0813_FIS_Time1_Jackson,3.333333333333333,3.0625,2.6666666666666665,3.333333333333333,3.1666666666666665,3.1666666666666665,2.833333333333333,2.833333333333333,3.1666666666666665,Oct2020
BK0813_FIS_Time1_Jessica,3.1666666666666665,3.020833333333333,3.0,3.6666666666666665,3.0,2.833333333333333,2.5,2.6666666666666665,3.333333333333333,Oct2020
BK0813_FIS_Time1_Luke,2.6666666666666665,3.0625,2.6666666666666665,3.8333333333333335,3.333333333333333,3.0,3.1666666666666665,2.833333333333333,3.0,Oct2020
BM0616_FIS_Time1_Bethany,3.6666666666666665,2.9791666666666665,2.833333333333333,3.1666666666666665,2.833333333333333,2.833333333333333,2.6666666666666665,2.6666666666666665,3.1666666666666665,Oct2020
BM0616_FIS_Time1_Jackson,3.0,2.625,2.1666666666666665,2.833333333333333,2.333333333333333,2.833333333333333,2.5,2.5,2.833333333333333,Oct2020
BM0616_FIS_Time1_Jessica,3.333333333333333,2.770833333333333,2.333333333333333,2.833333333333333,2.833333333333333,2.833333333333333,2.333333333333333,2.6666666666666665,3.0,Oct2020
BM0616_FIS_Time1_Luke,3.333333333333333,2.895833333333333,3.5,3.1666666666666665,2.833333333333333,2.833333333333333,2.333333333333333,2.333333333333333,2.833333333333333,Oct2020
BY1218_FIS_Time1_Bethany,3.1666666666666665,3.583333333333333,3.333333333333333,3.5,3.8333333333333335,3.6666666666666665,3.6666666666666665,3.8333333333333335,3.6666666666666665,Oct2020
BY1218_FIS_Time1_Jackson,3.1666666666666665,3.458333333333333,2.5,3.8333333333333335,3.6666666666666665,3.0,3.5,4.0,4.0,Oct2020
BY1218_FIS_Time1_Jessica,3.0,3.25,3.0,3.1666666666666665,3.333333333333333,3.0,3.333333333333333,3.8333333333333335,3.333333333333333,Oct2020
BY1218_FIS_Time1_Luke,3.6666666666666665,3.6666666666666665,3.333333333333333,3.333333333333333,4.0,3.5,3.8333333333333335,4.0,3.6666666666666665,Oct2020
CB0326_FIS_Time1_Bethany,2.833333333333333,3.0,3.1666666666666665,2.6666666666666665,3.1666666666666665,3.0,2.833333333333333,3.1666666666666665,3.1666666666666665,Oct2020
CB0326_FIS_Time1_Jackson,3.0,2.895833333333333,2.5,3.0,3.0,3.0,3.0,2.833333333333333,2.833333333333333,Oct2020
CB0326_FIS_Time1_Jessica,3.5,3.3125,3.333333333333333,3.0,3.1666666666666665,3.5,3.1666666666666665,3.333333333333333,3.5,Oct2020
CB0326_FIS_Time1_Luke,3.6666666666666665,3.333333333333333,3.0,3.1666666666666665,3.6666666666666665,3.333333333333333,3.333333333333333,3.0,3.5,Oct2020
CP0603_FIS_Time1_Bethany,4.333333333333333,4.25,4.0,4.5,4.5,4.0,4.166666666666667,4.166666666666667,4.333333333333333,Oct2020
CP0603_FIS_Time1_Jackson,3.1666666666666665,3.395833333333333,3.0,4.166666666666667,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.8333333333333335,3.5,Oct2020
CP0603_FIS_Time1_Jessica,3.6666666666666665,4.041666666666667,4.166666666666667,4.5,3.8333333333333335,3.8333333333333335,4.166666666666667,4.0,4.166666666666667,Oct2020
CP0603_FIS_Time1_Luke,3.6666666666666665,3.9583333333333335,4.166666666666667,4.333333333333333,3.6666666666666665,4.166666666666667,3.8333333333333335,3.6666666666666665,4.166666666666667,Oct2020
CS0920_FIS_Time1_Bethany,4.166666666666667,3.8958333333333335,3.5,4.0,3.5,4.0,4.0,3.8333333333333335,4.166666666666667,Oct2020
CS0920_FIS_Time1_Jackson,3.0,3.1666666666666665,2.0,3.5,2.833333333333333,3.5,3.333333333333333,3.6666666666666665,3.5,Oct2020
CS0920_FIS_Time1_Jessica,4.0,3.625,3.1666666666666665,3.8333333333333335,3.8333333333333335,3.5,3.6666666666666665,3.1666666666666665,3.8333333333333335,Oct2020
CS0920_FIS_Time1_Luke,3.6666666666666665,3.9166666666666665,3.333333333333333,4.166666666666667,3.6666666666666665,4.0,4.166666666666667,4.333333333333333,4.0,Oct2020
DE0309_FIS_Time1_Bethany,3.333333333333333,3.2916666666666665,2.833333333333333,3.6666666666666665,3.1666666666666665,3.8333333333333335,3.333333333333333,2.833333333333333,3.333333333333333,Oct2020
DE0309_FIS_Time1_Jackson,3.5,3.0625,2.333333333333333,3.5,3.0,3.5,2.6666666666666665,2.6666666666666665,3.333333333333333,Oct2020
DE0309_FIS_Time1_Jessica,3.333333333333333,3.125,2.833333333333333,3.333333333333333,3.1666666666666665,3.8333333333333335,2.6666666666666665,2.333333333333333,3.5,Oct2020
DE0309_FIS_Time1_Luke,3.1666666666666665,3.395833333333333,3.0,3.8333333333333335,3.333333333333333,3.8333333333333335,3.1666666666666665,3.333333333333333,3.5,Oct2020
DG0816_FIS_Time1_Bethany,4.0,3.9583333333333335,3.8333333333333335,4.0,3.8333333333333335,4.0,4.0,4.0,4.0,Oct2020
DG0816_FIS_Time1_Jackson,3.6666666666666665,3.6041666666666665,3.333333333333333,3.6666666666666665,4.166666666666667,3.5,3.333333333333333,3.5,3.6666666666666665,Oct2020
DG0816_FIS_Time1_Jessica,4.033333333333333,3.8791666666666655,3.6666666666666665,4.0,3.6666666666666665,4.0,3.8333333333333335,3.8333333333333335,4.0,Oct2020
DG0816_FIS_Time1_Luke,3.8333333333333335,3.6875,3.6666666666666665,3.8333333333333335,3.6666666666666665,3.5,3.6666666666666665,3.6666666666666665,3.6666666666666665,Oct2020
EB0507_FIS_Time1_Bethany,3.333333333333333,3.5416666666666665,3.333333333333333,3.6666666666666665,3.333333333333333,3.1666666666666665,3.6666666666666665,4.166666666666667,3.6666666666666665,Oct2020
EB0507_FIS_Time1_Jackson,3.1666666666666665,3.458333333333333,2.833333333333333,3.8333333333333335,3.333333333333333,3.1666666666666665,3.6666666666666665,4.166666666666667,3.5,Oct2020
EB0507_FIS_Time1_Jessica,3.1666666666666665,3.520833333333333,3.0,3.8333333333333335,3.5,3.1666666666666665,3.8333333333333335,4.0,3.6666666666666665,Oct2020
EB0507_FIS_Time1_Luke,3.333333333333333,3.8125,3.333333333333333,4.0,4.166666666666667,3.5,4.0,4.166666666666667,4.0,Oct2020
EB0819_FIS_Time1_Bethany,3.5,3.5625,3.1666666666666665,3.6666666666666665,3.8333333333333335,3.0,3.6666666666666665,4.0,3.6666666666666665,Oct2020
EB0819_FIS_Time1_Jackson,3.0,3.458333333333333,3.0,3.5,4.0,3.0,3.8333333333333335,4.0,3.333333333333333,Oct2020
EB0819_FIS_Time1_Jessica,4.0,3.7291666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.5,3.8333333333333335,4.0,3.5,Oct2020
EB0819_FIS_Time1_Luke,3.6666666666666665,3.7291666666666665,3.8333333333333335,3.6666666666666665,4.0,3.333333333333333,3.8333333333333335,4.0,3.5,Oct2020
EH0202_FIS_Time1_Bethany,4.0,3.7291666666666665,4.0,3.5,3.6666666666666665,3.5,3.5,3.6666666666666665,4.0,Oct2020
EH0202_FIS_Time1_Jackson,3.5,3.75,4.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.8333333333333335,4.0,3.6666666666666665,Oct2020
EH0202_FIS_Time1_Jessica,3.8333333333333335,3.5625,3.1666666666666665,3.5,3.5,3.6666666666666665,3.5,3.5,3.8333333333333335,Oct2020
EH0202_FIS_Time1_Luke,4.166666666666667,3.8958333333333335,3.6666666666666665,3.8333333333333335,3.8333333333333335,4.166666666666667,3.8333333333333335,3.8333333333333335,3.8333333333333335,Oct2020
EP0719_FIS_Time1_Bethany,3.5,3.8541666666666665,4.0,4.166666666666667,4.166666666666667,2.833333333333333,3.5,4.5,4.166666666666667,Oct2020
EP0719_FIS_Time1_Jackson,3.5,3.6875,4.0,3.6666666666666665,3.8333333333333335,3.0,3.5,4.5,3.5,Oct2020
EP0719_FIS_Time1_Jessica,2.833333333333333,3.5625,3.5,3.6666666666666665,4.0,3.0,3.0,4.666666666666667,3.8333333333333335,Oct2020
EP0719_FIS_Time1_Luke,3.333333333333333,3.5416666666666665,3.8333333333333335,3.333333333333333,3.5,3.333333333333333,3.1666666666666665,4.333333333333333,3.5,Oct2020
EP1117_FIS_Time1_Bethany,3.8333333333333335,3.458333333333333,2.333333333333333,4.166666666666667,3.1666666666666665,3.1666666666666665,4.0,3.0,4.0,Oct2020
EP1117_FIS_Time1_Jackson,2.833333333333333,2.875,2.5,3.5,3.0,2.6666666666666665,2.833333333333333,3.0,2.6666666666666665,Oct2020
EP1117_FIS_Time1_Jessica,3.5,3.6875,3.6666666666666665,3.8333333333333335,3.0,3.8333333333333335,4.0,4.166666666666667,3.5,Oct2020
EP1117_FIS_Time1_Luke,3.333333333333333,3.395833333333333,3.333333333333333,3.6666666666666665,3.0,3.5,3.333333333333333,3.5,3.5,Oct2020
HV0516_FIS_Time1_Bethany,3.6666666666666665,3.2291666666666665,2.6666666666666665,3.1666666666666665,2.6666666666666665,3.8333333333333335,3.333333333333333,3.333333333333333,3.1666666666666665,Oct2020
HV0516_FIS_Time1_Jackson,3.1666666666666665,3.2916666666666665,2.6666666666666665,3.1666666666666665,4.0,3.0,3.5,3.8333333333333335,3.0,Oct2020
HV0516_FIS_Time1_Jessica,3.333333333333333,2.9791666666666665,3.5,3.1666666666666665,2.833333333333333,3.0,2.5,2.5,3.0,Oct2020
HV0516_FIS_Time1_Luke,3.333333333333333,3.395833333333333,3.8333333333333335,3.5,3.1666666666666665,3.1666666666666665,3.5,3.5,3.1666666666666665,Oct2020
JK0328_FIS_Time1_Bethany,3.333333333333333,3.520833333333333,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.1666666666666665,3.5,3.6666666666666665,3.5,Oct2020
JK0328_FIS_Time1_Jackson,3.333333333333333,3.4791666666666665,2.833333333333333,3.8333333333333335,3.5,3.333333333333333,3.8333333333333335,3.8333333333333335,3.333333333333333,Oct2020
JK0328_FIS_Time1_Jessica,3.1666666666666665,3.3125,3.0,3.8333333333333335,3.5,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.5,Oct2020
JK0328_FIS_Time1_Luke,3.5,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.333333333333333,3.8333333333333335,4.166666666666667,3.5,Oct2020
JS0513_FIS_Time1_Bethany,3.333333333333333,3.2916666666666665,3.1666666666666665,3.8333333333333335,2.6666666666666665,2.833333333333333,3.8333333333333335,3.5,3.1666666666666665,Oct2020
JS0513_FIS_Time1_Jackson,3.1666666666666665,3.208333333333333,2.333333333333333,3.6666666666666665,3.1666666666666665,2.833333333333333,3.6666666666666665,3.8333333333333335,3.0,Oct2020
JS0513_FIS_Time1_Jessica,3.0,3.3125,3.0,3.5,3.5,3.1666666666666665,3.1666666666666665,4.0,3.1666666666666665,Oct2020
JS0513_FIS_Time1_Luke,3.8333333333333335,3.375,2.6666666666666665,3.8333333333333335,3.5,3.0,3.333333333333333,3.6666666666666665,3.1666666666666665,Oct2020
KM0302_FIS_Time1_Bethany,3.5,3.4375,3.6666666666666665,3.333333333333333,3.6666666666666665,3.1666666666666665,3.1666666666666665,3.333333333333333,3.6666666666666665,Oct2020
KM0302_FIS_Time1_Jackson,3.333333333333333,3.208333333333333,3.1666666666666665,3.0,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.5,Oct2020
KM0302_FIS_Time1_Jessica,3.333333333333333,3.3125,3.5,3.333333333333333,3.5,3.333333333333333,3.0,3.1666666666666665,3.333333333333333,Oct2020
KM0302_FIS_Time1_Luke,3.1666666666666665,3.125,3.1666666666666665,3.1666666666666665,3.333333333333333,3.1666666666666665,3.0,2.833333333333333,3.1666666666666665,Oct2020
LW0711_FIS_Time1_Bethany,3.6666666666666665,3.520833333333333,3.8333333333333335,3.0,3.5,3.8333333333333335,3.6666666666666665,3.333333333333333,3.333333333333333,Oct2020
LW0711_FIS_Time1_Jackson,3.333333333333333,3.1875,2.333333333333333,3.1666666666666665,3.333333333333333,3.5,3.5,3.333333333333333,3.0,Oct2020
LW0711_FIS_Time1_Jessica,3.1666666666666665,3.4166666666666665,3.333333333333333,3.0,3.5,3.333333333333333,3.8333333333333335,3.8333333333333335,3.333333333333333,Oct2020
LW0711_FIS_Time1_Luke,3.6666666666666665,3.375,3.333333333333333,3.0,3.333333333333333,3.5,3.5,3.5,3.1666666666666665,Oct2020
LY1205_FIS_Time1_Bethany,3.5,2.833333333333333,3.1666666666666665,2.333333333333333,3.333333333333333,3.0,2.333333333333333,2.333333333333333,2.6666666666666665,Oct2020
LY1205_FIS_Time1_Jackson,3.5,2.958333333333333,3.333333333333333,2.6666666666666665,3.1666666666666665,3.0,2.6666666666666665,2.5,2.833333333333333,Oct2020
LY1205_FIS_Time1_Jessica,3.5,2.875,3.333333333333333,2.333333333333333,2.833333333333333,3.5,2.5,2.0,3.0,Oct2020
LY1205_FIS_Time1_Luke,3.333333333333333,2.895833333333333,3.333333333333333,2.333333333333333,3.333333333333333,3.1666666666666665,2.5,2.1666666666666665,3.0,Oct2020
MA1006_FIS_Time1_Bethany,4.166666666666667,3.9166666666666665,3.6666666666666665,3.5,4.333333333333333,4.0,4.166666666666667,3.8333333333333335,3.6666666666666665,Oct2020
MA1006_FIS_Time1_Jackson,3.5,3.5625,3.1666666666666665,3.1666666666666665,4.166666666666667,3.1666666666666665,4.166666666666667,4.0,3.1666666666666665,Oct2020
MA1006_FIS_Time1_Jessica,3.8333333333333335,3.6875,3.333333333333333,3.333333333333333,3.5,3.8333333333333335,4.166666666666667,4.166666666666667,3.333333333333333,Oct2020
MA1006_FIS_Time1_Luke,4.0,3.7708333333333335,3.8333333333333335,3.1666666666666665,3.8333333333333335,3.6666666666666665,4.166666666666667,4.333333333333333,3.1666666666666665,Oct2020
MB1122_FIS_Time1_Bethany,3.5,3.3541666666666665,3.5,3.0,3.333333333333333,3.333333333333333,3.1666666666666665,3.6666666666666665,3.333333333333333,Oct2020
MB1122_FIS_Time1_Jackson,3.333333333333333,2.958333333333333,3.0,3.0,2.333333333333333,3.1666666666666665,2.5,3.5,2.833333333333333,Oct2020
MB1122_FIS_Time1_Jessica,3.1666666666666665,3.270833333333333,3.1666666666666665,3.1666666666666665,3.5,3.1666666666666665,3.1666666666666665,3.5,3.333333333333333,Oct2020
MB1122_FIS_Time1_Luke,3.5,3.333333333333333,3.1666666666666665,3.1666666666666665,3.333333333333333,3.333333333333333,3.333333333333333,3.5,3.333333333333333,Oct2020
MC1107_FIS_Time1_Bethany,3.6666666666666665,3.6875,4.0,3.6666666666666665,3.5,3.1666666666666665,3.8333333333333335,3.8333333333333335,3.8333333333333335,Oct2020
MC1107_FIS_Time1_Jackson,2.833333333333333,3.1666666666666665,3.0,3.5,2.833333333333333,3.0,3.8333333333333335,4.0,2.333333333333333,Oct2020
MC1107_FIS_Time1_Jessica,3.5,3.458333333333333,3.5,3.333333333333333,3.333333333333333,3.1666666666666665,3.1666666666666665,4.0,3.6666666666666665,Oct2020
MC1107_FIS_Time1_Luke,4.166666666666667,3.75,4.0,3.5,3.333333333333333,3.333333333333333,4.0,4.0,3.6666666666666665,Oct2020
MF0211_FIS_Time1_Bethany,3.333333333333333,3.2916666666666665,3.0,3.333333333333333,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.5,3.6666666666666665,Oct2020
MF0211_FIS_Time1_Jackson,3.0,2.9791666666666665,2.5,3.333333333333333,2.6666666666666665,2.833333333333333,2.833333333333333,3.333333333333333,3.333333333333333,Oct2020
MF0211_FIS_Time1_Jessica,3.6666666666666665,3.4166666666666665,3.6666666666666665,3.1666666666666665,3.5,3.333333333333333,3.0,3.5,3.5,Oct2020
MF0211_FIS_Time1_Luke,3.5,3.208333333333333,3.0,3.333333333333333,3.1666666666666665,3.0,3.0,3.333333333333333,3.333333333333333,Oct2020
MF0524_FIS_Time1_Bethany,2.5,3.0625,3.1666666666666665,3.5,2.833333333333333,2.333333333333333,3.333333333333333,3.8333333333333335,3.0,Oct2020
MF0524_FIS_Time1_Jackson,2.833333333333333,3.25,2.6666666666666665,3.6666666666666665,3.1666666666666665,3.0,3.6666666666666665,4.0,3.0,Oct2020
MF0524_FIS_Time1_Jessica,3.0,3.333333333333333,3.333333333333333,3.1666666666666665,3.5,2.833333333333333,3.5,4.0,3.333333333333333,Oct2020
MF0524_FIS_Time1_Luke,2.833333333333333,3.208333333333333,3.0,3.333333333333333,3.0,2.833333333333333,3.333333333333333,4.0,3.333333333333333,Oct2020
MM0923_FIS_Time1_Bethany,3.0,3.333333333333333,2.6666666666666665,3.6666666666666665,3.5,3.0,3.5,3.6666666666666665,3.6666666666666665,Oct2020
MM0923_FIS_Time1_Jackson,3.1666666666666665,3.333333333333333,2.833333333333333,3.6666666666666665,3.5,3.1666666666666665,3.5,3.333333333333333,3.5,Oct2020
MM0923_FIS_Time1_Jessica,3.5,3.75,3.333333333333333,3.8333333333333335,3.6666666666666665,3.8333333333333335,3.8333333333333335,4.0,4.0,Oct2020
MM0923_FIS_Time1_Luke,3.1666666666666665,3.520833333333333,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.1666666666666665,3.5,3.6666666666666665,3.6666666666666665,Oct2020
MS0315_FIS_Time1_Bethany,4.333333333333333,3.8125,3.5,4.0,3.5,3.6666666666666665,4.0,3.6666666666666665,3.8333333333333335,Oct2020
MS0315_FIS_Time1_Jackson,3.333333333333333,3.375,2.833333333333333,4.0,2.833333333333333,3.333333333333333,3.5,3.6666666666666665,3.5,Oct2020
MS0315_FIS_Time1_Jessica,3.6666666666666665,3.6666666666666665,3.5,3.8333333333333335,3.5,3.8333333333333335,3.6666666666666665,3.8333333333333335,3.5,Oct2020
MS0315_FIS_Time1_Luke,4.166666666666667,3.6875,3.1666666666666665,3.8333333333333335,3.1666666666666665,3.8333333333333335,3.8333333333333335,3.6666666666666665,3.8333333333333335,Oct2020
NA0515_FIS_Time1_Bethany,3.5,3.6458333333333335,3.6666666666666665,3.6666666666666665,3.8333333333333335,3.0,3.8333333333333335,3.8333333333333335,3.8333333333333335,Oct2020
NA0515_FIS_Time1_Jackson,3.1666666666666665,3.4166666666666665,2.6666666666666665,3.5,3.8333333333333335,3.0,3.8333333333333335,3.8333333333333335,3.5,Oct2020
NA0515_FIS_Time1_Jessica,3.333333333333333,3.520833333333333,3.1666666666666665,3.5,3.6666666666666665,3.1666666666666665,3.8333333333333335,3.8333333333333335,3.6666666666666665,Oct2020
NA0515_FIS_Time1_Luke,4.333333333333333,3.8958333333333335,4.0,3.8333333333333335,3.6666666666666665,3.8333333333333335,3.8333333333333335,3.6666666666666665,4.0,Oct2020
RB0909_FIS_Time1_Bethany,4.0,3.9583333333333335,4.0,4.0,4.0,3.6666666666666665,3.6666666666666665,4.0,4.333333333333333,Oct2020
RB0909_FIS_Time1_Jackson,3.1666666666666665,3.5,2.833333333333333,4.0,3.5,3.6666666666666665,3.333333333333333,3.8333333333333335,3.6666666666666665,Oct2020
RB0909_FIS_Time1_Jessica,4.333333333333333,4.0,3.8333333333333335,3.8333333333333335,4.0,4.0,3.8333333333333335,3.8333333333333335,4.333333333333333,Oct2020
RB0909_FIS_Time1_Luke,3.6666666666666665,3.8125,3.8333333333333335,3.8333333333333335,3.8333333333333335,4.0,3.6666666666666665,3.8333333333333335,3.8333333333333335,Oct2020
RL0702_FIS_Time1_Bethany,3.5,3.4791666666666665,3.5,3.5,3.5,3.1666666666666665,3.5,3.6666666666666665,3.5,Oct2020
RL0702_FIS_Time1_Jackson,3.1666666666666665,3.208333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.0,3.1666666666666665,3.8333333333333335,2.5,Oct2020
RL0702_FIS_Time1_Jessica,3.5,3.3541666666666665,3.5,3.333333333333333,3.5,3.0,3.333333333333333,3.1666666666666665,3.5,Oct2020
RL0702_FIS_Time1_Luke,3.1666666666666665,3.25,3.5,3.333333333333333,3.333333333333333,3.0,3.5,3.333333333333333,2.833333333333333,Oct2020
RM0605_FIS_Time1_Bethany,3.8333333333333335,3.8125,3.5,4.0,3.5,3.8333333333333335,3.8333333333333335,4.0,4.0,Oct2020
RM0605_FIS_Time1_Jackson,3.0,3.1875,2.333333333333333,4.166666666666667,3.1666666666666665,3.1666666666666665,3.333333333333333,3.8333333333333335,2.5,Oct2020
RM0605_FIS_Time1_Jessica,3.333333333333333,3.208333333333333,2.6666666666666665,3.6666666666666665,2.6666666666666665,3.6666666666666665,3.0,3.8333333333333335,2.833333333333333,Oct2020
RM0605_FIS_Time1_Luke,3.333333333333333,3.458333333333333,2.833333333333333,4.166666666666667,3.1666666666666665,3.333333333333333,3.5,3.6666666666666665,3.6666666666666665,Oct2020
SB0619_FIS_Time1_Bethany,3.5,3.7083333333333335,3.5,3.6666666666666665,3.8333333333333335,3.5,3.8333333333333335,3.8333333333333335,4.0,Oct2020
SB0619_FIS_Time1_Jackson,1.3333333333333333,1.7083333333333333,1.3333333333333333,2.5,2.6666666666666665,2.1666666666666665,1.3333333333333333,1.0,1.3333333333333333,Oct2020
SB0619_FIS_Time1_Jessica,3.6666666666666665,3.5,3.1666666666666665,3.8333333333333335,3.1666666666666665,3.6666666666666665,3.5,3.6666666666666665,3.333333333333333,Oct2020
SB0619_FIS_Time1_Luke,3.5,3.520833333333333,3.5,3.5,3.333333333333333,3.333333333333333,3.6666666666666665,3.8333333333333335,3.5,Oct2020
SC0723_FIS_Time1_Bethany,2.833333333333333,3.4166666666666665,3.1666666666666665,3.8333333333333335,3.333333333333333,2.833333333333333,3.6666666666666665,4.0,3.6666666666666665,Oct2020
SC0723_FIS_Time1_Jackson,3.0,3.3125,2.5,4.166666666666667,3.5,2.833333333333333,3.6666666666666665,3.8333333333333335,3.0,Oct2020
SC0723_FIS_Time1_Jessica,3.0,3.208333333333333,3.333333333333333,3.5,3.0,3.0,3.1666666666666665,3.8333333333333335,2.833333333333333,Oct2020
SC0723_FIS_Time1_Luke,2.5,3.1666666666666665,3.333333333333333,3.6666666666666665,3.1666666666666665,2.6666666666666665,3.1666666666666665,4.0,2.833333333333333,Oct2020
SN0216_FIS_Time1_Bethany,4.166666666666667,4.083333333333333,4.0,4.0,3.8333333333333335,4.0,4.166666666666667,4.5,4.0,Oct2020
SN0216_FIS_Time1_Jackson,3.1666666666666665,3.6458333333333335,3.1666666666666665,4.0,4.0,3.333333333333333,4.0,4.0,3.5,Oct2020
SN0216_FIS_Time1_Jessica,4.0,3.875,3.5,4.0,3.6666666666666665,3.6666666666666665,4.166666666666667,4.166666666666667,3.8333333333333335,Oct2020
SN0216_FIS_Time1_Luke,3.8333333333333335,3.8333333333333335,4.0,4.0,3.6666666666666665,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.6666666666666665,Oct2020
SW0508_FIS_Time1_Bethany,3.333333333333333,3.3541666666666665,3.5,3.333333333333333,3.0,3.0,3.1666666666666665,3.8333333333333335,3.6666666666666665,Oct2020
SW0508_FIS_Time1_Jackson,3.0,2.895833333333333,2.6666666666666665,2.833333333333333,2.6666666666666665,3.0,2.6666666666666665,3.333333333333333,3.0,Oct2020
SW0508_FIS_Time1_Jessica,3.5,3.1875,3.333333333333333,3.0,3.0,3.0,3.333333333333333,3.333333333333333,3.0,Oct2020
SW0508_FIS_Time1_Luke,3.5,3.5,3.5,3.333333333333333,3.333333333333333,3.333333333333333,3.5,3.8333333333333335,3.6666666666666665,Oct2020
VH0112_FIS_Time1_Bethany,3.6666666666666665,3.520833333333333,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.0,3.6666666666666665,3.1666666666666665,3.6666666666666665,Oct2020
VH0112_FIS_Time1_Jackson,3.0,3.2291666666666665,2.6666666666666665,3.0,3.333333333333333,3.333333333333333,3.1666666666666665,3.8333333333333335,3.5,Oct2020
VH0112_FIS_Time1_Luke,3.0,3.1041666666666665,3.1666666666666665,3.333333333333333,3.333333333333333,2.833333333333333,3.333333333333333,3.0,2.833333333333333,Oct2020
XC0226_FIS_Time1_Bethany,3.6666666666666665,3.9166666666666665,3.8333333333333335,4.0,4.0,3.5,4.0,4.166666666666667,4.166666666666667,Oct2020
XC0226_FIS_Time1_Jackson,3.333333333333333,3.5,2.5,3.8333333333333335,4.166666666666667,3.0,3.6666666666666665,3.6666666666666665,3.8333333333333335,Oct2020
XC0226_FIS_Time1_Jessica,3.6666666666666665,3.6875,3.6666666666666665,3.8333333333333335,3.5,3.5,3.5,4.0,3.8333333333333335,Oct2020
XC0226_FIS_Time1_Luke,4.166666666666667,3.8125,3.8333333333333335,4.0,4.0,3.333333333333333,3.8333333333333335,3.333333333333333,4.0,Oct2020
ZB0910_FIS_Time1_Bethany,3.5,3.395833333333333,3.0,3.5,3.333333333333333,3.5,3.5,3.0,3.8333333333333335,Oct2020
